,Scholarship Name,Eligibility,Region,Deadline,Award,Important Links,Description,Email,Contact Number,Contact Details,link,category
10,"Rajarshri Chhatrapati Shahu Maharaj Fee Reimbursement Scholarship Scheme, Maharashtra 2024-25",EBC category students applying for specified UG medical degree courses,India,31-May-2025,50% reimbursement of tuition and development fees,"{'Original website': 'https://mahadbtmahait.gov.in', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51ADB3BC6C89611BF9A', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/33.pdf'}","Rajarshri Chhatrapati Shahu Maharaj Fee Reimbursement Scholarship Scheme, Maharashtra 2024-25 is launched by the Maharashtra State Government to help economically weaker section (EBC) students pursue higher education. The primary objective of this scheme is to enable EBC students to enroll in professional courses like MBBS, BDS, BAMS, BHMS, BPTh, BOT, B.Sc Nursing, BUMS, BP&O, and BASLP. The scheme provides up to 50% reimbursement of tuition fees and development charges to students.Source:Aaple Sarkar DBT Portal",Null,1800-120-8040,"Directorate of Medical Education Research, Government of Maharashtra
Helpline Number:
(022)-49150800, 1800-120-8040",https://mahadbt.maharashtra.gov.in/PDF/33.pdf,mixed
11,"Rajarshi Chhatrapati Shahu Maharaj Merit Scholarship for VJNT and SBC Category, Maharashtra 2024-25",Students enrolled in Class 11 and 12,India,31-May-2025,A monthly scholarship of ₹300 for 10 months,"{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/32.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AAB0ACBF92AD2F649', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Rajarshi Chhatrapati Shahu Maharaj Merit Scholarship for VJNT and SBC Category, Maharashtra 2024-25 is an opportunity provided by the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra for Vimukta Jati and Nomadic Tribes (VJNT) and Special Backward Class (SBC) category for students studying in Class 11 and 12. This scheme aims to foster an interest in learning among the students by providing financial assistance to pursue higher education. Selected students will receive ₹300 per month for ten months.Source:Aaple Sarkar DBT Portal",jdvjnt@maharashtra.gov.in,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
3 Church Road, Pune 1
Email ID:
jdvjnt@maharashtra.gov.in
| Phone Number:
18001208040",https://mahadbt.maharashtra.gov.in/PDF/32.pdf,monetary
12,Nottingham Global Full Scholarship 2025-26,Undergraduate applicants,Abroad,31-May-2025,A tuition fee waiver of 100% for the first-year of UG studies,"{'Latest scholarship link': 'https://www.nottingham.edu.cn/en/study-with-us/undergraduate/fees-and-scholarships/international.aspx', 'Original website': 'https://www.nottingham.edu.cn/en/index.aspx', 'Apply online link': 'https://www.nottingham.edu.cn/en/study-with-us/undergraduate/fees-and-scholarships/international.aspx'}","Nottingham Global Full Scholarship 2025-26 is a global opportunity offered by the University of Nottingham Ningbo China to oversees undergraduate students. The main aim of this scholarship is to reward excellence and promote diversity among the student body. The selected candidates will receive 100% tution fee waiver for the first year, for the applied course as reward.Source:University of Nottingham",global@nottingham.edu.cn,574 8818 0000,"University of Nottingham, China
199 Taikang East Road
Ningbo, 315100, China
Telephone Number - (+86) (0)574 8818 0000 | Fax - (+86) (0)574 8818 9372
Email Id - global@nottingham.edu.cn",https://www.nottingham.edu.cn/en/study-with-us/undergraduate/fees-and-scholarships/international.aspx,tuition_waiver
13,"Dr. BR Ambedkar Scholarship for Topper Award, Delhi 2024-25",SC/ST/OBC students pursuing professional/technical degree courses,India,31-May-2025,"An award of ₹25,000 (one-time)","{'Apply online link': 'https://edistrict.delhigovt.nic.in/', 'Original website': 'https://scstwelfare.delhi.gov.in/', 'Latest scholarship link': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf'}","Dr. BR Ambedkar Scholarship for Topper Award, Delhi 2024-25 is an opportunity offered by the Department for the Welfare of SC/ST, Government of NCT of Delhi, for topper students belonging to SC/ST/OBC category studying in the technical/professional course. The selected meritorious students will be awarded ₹25,000 for each discipline after completion of the degree course in the university.Source:Welfare of SC/ST, Government of NCT of Delhi",Null,Null,"Department for the Welfare of SC/ST/OBC/Minorities
B-Block, 2nd Floor
Vikas Bhawan, I.P. Estate
New Delhi-110002
Phone Number:
(011) 23379512",https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf,other
14,University of Hull GREAT Scholarship 2025-26,Postgraduate applicants,United Kingdom,31-May-2025,"Tuition fee waiver of £10,000 (one-time)","{'Apply online link': 'https://www.hull.ac.uk/choose-hull/study-at-hull/money/awards/great-scholarship', 'Original website': 'https://www.hull.ac.uk/', 'Latest scholarship link': 'https://www.hull.ac.uk/choose-hull/study-at-hull/money/awards/great-scholarship'}","The University of Hull GREAT Scholarship 2025-26 is an opportunity offered by the University of Hull in partnership with the British Council and the GREAT Britain Campaign. Under this scheme, a total of 6 students will get a chance to study any full-time postgraduate course at the University of Hull. The selected candidate will receive financial support of a minimum of £10,000 for the one-year postgraduate study.Source:University of Hull",global@hull.ac.uk,01482346311,"University of Hull
Cottingham Road,
Hull, HU6 7RX
Email ID:
global@hull.ac.uk | Phone Number: (+44) 01482346311 |",https://www.hull.ac.uk/choose-hull/study-at-hull/money/awards/great-scholarship,tuition_waiver
15,Edge Hill University GREAT Scholarships 2025,Postgraduate applicants,United Kingdom,31-May-2025,"A minimum of £10,000 for one-year of study","{'Original website': 'https://www.edgehill.ac.uk/', 'Latest scholarship link': 'https://www.edgehill.ac.uk/departments/support/international/fees-and-scholarships/edge-hill-university-great-scholarships/', 'Apply online link': 'https://www.edgehill.ac.uk/departments/support/international/fees-and-scholarships/edge-hill-university-great-scholarships/'}","Edge Hill University GREAT Scholarships 2025 is an opportunity offered by Edge Hill University in partnership with the British Council to Indian post-graduate applicants to access world-class UK higher education opportunities. The selected candidate will receive a minimum of £10,000 for a one-year full-time programme at Edge Hill University.Source:Edge Hill University",Null,1695 575171,"Edge Hill University
St Helens Road, Ormskirk
Lancashire, L39 4QP
United Kingdom
Phone Number:
(+44) 1695 575171",https://www.edgehill.ac.uk/departments/support/international/fees-and-scholarships/edge-hill-university-great-scholarships/,other
16,Nottingham Global Quarter Scholarship 2025,Undergraduate applicants,Abroad,31-May-2025,50% tuition fee for the first year of undergraduate studies,"{'Original website': 'https://www.nottingham.edu.cn/en/', 'Apply online link': 'https://www.nottingham.edu.cn/en/study-with-us/undergraduate/fees-and-scholarships/international.aspx', 'Latest scholarship link': 'https://www.nottingham.edu.cn/en/study-with-us/undergraduate/fees-and-scholarships/international.aspx'}",Nottingham Global Quarter Scholarship 2025 is a global opportunity offered by the University of Nottingham to undergraduate students in the first year of their courses. The main aim of this scholarship is to reward excellence and promote diversity among the student body. The selected candidates will receive a 50% tuition fee for the first year of undergraduate studies.Source:University of Nottingham,admissions@nottingham.edu.cn,Null,"University of Nottingham, China
199 Taikang East Road
Ningbo, 315100, China
Email ID:
admissions@nottingham.edu.cn |
Phone Number:
+86 (0574) 8818 0182",https://www.nottingham.edu.cn/en/study-with-us/undergraduate/fees-and-scholarships/international.aspx,tuition_waiver
17,"Maintenance Allowance to VJNT and SBC Students in Professional Courses, Maharashtra 2024-25",VJNT and SBC students enrolled in professional courses,India,31-May-2025,"Monthly maintenance allowance up to ₹1,000 for 10 months","{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A66AC4BAB6E4DB665', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/31.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Maintenance Allowance to VJNT and SBC Students in Professional Courses 2024-25, Maharashtra is an initiative of the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra, to provide financial help to Vimukta Jati and Nomadic Tribes (VJNT) and Special Backward Class (SBC) category students who are pursuing professional courses and residing in hostels attached to professional colleges. The selected students will receive a monthly maintenance allowance of up to ₹1,000 for 10 months.Source:Aaple Sarkar DBT Portal",jdvjnt@maharashtra.gov.in,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
3 Church Road, Pune 1
Email ID:
jdvjnt@maharashtra.gov.in
| Phone Number
: 18001208040",https://mahadbt.maharashtra.gov.in/PDF/31.pdf,monetary
18,"MAFSU Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna (EBC) Students, Maharashtra 2024-25",EWC category students admitted to diploma/degree/postgraduate professional courses through Centralised Admission Process (CAP).,India,31-May-2025,Reimbursement of up to 100% tuition and exam fees,"{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/24.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AA804BF8946610BEA'}","MAFSU Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna (EBC) Students, Maharashtra 2024-25 is an initiative of the Maharashtra Animal and Fishery Sciences University (MAFSU), Government of Maharashtra. It aims to provide financial assistance to students from the Economically Backward Class (EBC) category who are enrolled in diploma, degree, or postgraduate professional courses through the Centralised Admission Process (CAP). Selected students will receive a reimbursement of up to 100% of tuition and exam fees.Source:Aaple Sarkar DBT Portal",Null,Null,"Department of Maharashtra Animal and Fishery Sciences University(MAFSU),
Government of Maharashtra
Futala Lake Road, Nagpur - 440 001
Registrar Office:-
Phone Number:
(0712)-2511784; (0712)-2511785; (0712)-2511787 |
Fax Number:
(0712)-2511273",https://mahadbt.maharashtra.gov.in/PDF/24.pdf,mixed
19,"Open Merit Scholarships in Junior College, Maharashtra 2024-25",Students enrolled in Class 11 and 12,India,31-May-2025,A scholarship of ₹500 for 10 months,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AAC90D4A992C45BAB', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/27.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Open Merit Scholarships in Junior College, Maharashtra 2024-25 is an initiative of the School Education and Sports Department, Government of Maharashtra, aimed at providing financial assistance to Class 11 and 12 students. The scheme is designed to motivate and encourage these students to pursue higher education. Selected students will receive a monthly scholarship of ₹50 for a period of 10 months.Source:Aaple Sarkar DBT Portal",educom-mah@mah.gov.in,Null,"School Education Department, Government of Maharashtra
Email ID:
educom-mah@mah.gov.in",https://mahadbt.maharashtra.gov.in/PDF/27.pdf,monetary
20,"Post-Matric Scholarship to VJNT Students, Maharashtra 2024-25",VJNT category students studying in Class 11 and above,India,31-May-2025,A monthly maintenance allowance up to ₹425 and other benefits,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AD0CCA04E9F6D7EE4', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/29.pdf', 'Original website': 'https://mahadbtmahait.gov.in'}","Post-Matric Scholarship to VJNT Students, Maharashtra 2024-25 is an opportunity provided by the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra to financially help the students studying in Class 11 and higher. The scheme enables the Vimukta Jati and Nomadic Tribes (VJNT) category students to pursue higher education by providing them with a monthly maintenance allowance of up to ₹425 and other benefits.Source:Aaple Sarkar DBT Portal",jdvjnt@maharashtra.gov.in,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
3 Church Road, Pune 1
Email ID:
jdvjnt@maharashtra.gov.in
| Phone Number:
18001208040",https://mahadbt.maharashtra.gov.in/PDF/29.pdf,mixed
21,"Scholarship for Minority Students Pursuing Higher and Professional Courses (DMER), Maharashtra 2024-25",Students pursuing specified medical courses,India,31-May-2025,"Total annual course fees or ₹50,000 (whichever is less)","{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/35.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A61FF7871E24FE19D', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Scholarship for Minority Students Pursuing Higher and Professional Courses (DMER), Maharashtra 2024-25 is an initiative of the Minority Development Department, Government of Maharashtra to provide financial assistance to minority students pursuing specified health science courses. Selected students will receive a scholarship amount of either the total annual course fee or ₹50,000, whichever is less.Source:Aaple Sarkar DBT Portal",desk1.end-mah@gov.in,Null,"Minority Development Department
5th & 7th Floor,
Mantralaya Extension Building
Hutatma Rajaguru Chowk
Madam Kema Marg, Mumbai - 40032
Email ID:
desk1.end-mah@gov.in
| Phone Number:
(022) 22830626",https://mahadbt.maharashtra.gov.in/PDF/35.pdf,tuition_waiver
22,"State Minority Scholarship for Pursuing Higher Professional Education Scholarship (Part I), Maharashtra 2024-25",Minority students pursuing professional or technical courses,India,31-May-2025,"Up to ₹50,000 per annum or tuition and exam fees (whichever is less)","{'Original website': 'https://mahadbtmahait.gov.in/', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A10CD9E828AFD9209', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/26.pdf'}","State Minority Scholarship for Pursuing Higher Professional Education Scholarship (Part I) 2024-25 is an initiative of the Minority Development Department, Government of Maharashtra to provide financial aid to students belonging to religious minority communities for pursuing professional or technical degree/diploma courses. The selected students will receive up to ₹50,000 per annum or actual tuition and exam fees (whichever is less).Source:Aaple Sarkar DBT Portal",desk1.end-mah@gov.in,Null,"Minority Development Department
5th & 7th Floor,
Mantralaya Extension Building
Hutatma Rajaguru Chowk
Madam Kema Marg, Mumbai - 40032
Email ID:
desk1.end-mah@gov.in
| Phone Number:
(022) 22830626",https://mahadbt.maharashtra.gov.in/PDF/26.pdf,mixed
23,"Tuition Fees and Examination Fees to VJNT Students, Maharashtra 2024-25",VJNT category students studying at post-matric level,India,31-May-2025,"Up to 100% reimbursement for tuition, exams, and other admissible fees","{'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/30.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AF84D5DECD4CA9AB5'}","Tuition Fees and Examination Fees to VJNT Students, Maharashtra 2024-25 is an opportunity provided by the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra, for Vimukta Jatis & Nomadic Tribes (VJNT) category students pursuing post-matric education (from Class 11 and above). The scholarship provides financial aid for pursuing higher education. The selected scholars will receive up to 100% reimbursement for tuition, exams, and other admissible fees.Source:Aaple Sarkar DBT Portal",jdvjnt@maharashtra.gov.in,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
3 Church Road, Pune 1
Email ID:
jdvjnt@maharashtra.gov.in
| Phone Number:
18001208040",https://mahadbt.maharashtra.gov.in/PDF/30.pdf,mixed
24,"Merit Scholarships for EBC Students, Maharashtra 2024-25",Class 11 or 12 students,India,31-May-2025,Up to ₹160 per month for 10 months,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AB6EDCD4985FE7C3A', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/28.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/'}","Open Merit Scholarships for EBC Students, Maharashtra 2024-25 is an initiative of the School Education and Sports Department, Government of Maharashtra, to provide financial assistance to Economically Backward Classes (EBC) category students studying in Class 11 or 12. The key objective of the scholarship is to enable students to continue higher education. The selected students will receive a scholarship amount of up to ₹160 per month for 10 months.Source:Aaple Sarkar DBT Portal",educom-mah@mah.gov.in,9665568500,"School Education and Sports Department, Government of Maharashtra
Email ID:
educom-mah@mah.gov.in
| Phone Number: (
+91) 9665568500, 8373916657, 7838793125",https://mahadbt.maharashtra.gov.in/PDF/28.pdf,monetary
25,"DOA Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna, Maharashtra 2024-25",Wards of marginal farmers or registered laborers pursuing professional courses,India,31-May-2025,"Up to ₹30,000 for 10 months","{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AFF59C835471DFEAE', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/25.pdf'}","DOA Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna, Maharashtra 2024-25 is a scheme offered by the Directorate of Art, Government of Maharashtra, aimed at providing financial assistance to students from the Economically Weaker Section (EWS) category who are pursuing professional courses in recognized institutions within the state. Selected students can receive up to ₹30,000 for 10 months.Source:Aaple Sarkar DBT Portal",Null,Null,"Director of Art, Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number:
(022)-22025301",https://mahadbt.maharashtra.gov.in/PDF/25.pdf,monetary
26,"Education Fee Reimbursement Scheme for Open Category Students, Maharashtra 2024-25","Open category students pursuing MBBS, BDS and PG Medical (MD/MS) degree courses",India,31-May-2025,Reimbursement of institute's FRA approved fees,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A0789217992448C2E', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/85.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Education Fee Reimbursement Scheme for Open Category Students, Maharashtra 2024-25 is an initiative of the Directorate of Medical Education Research, Government of Maharashtra, to provide financial assistance to students belonging to the open category and pursuing MBBS, BDS, postgraduate medical (MD/MS) degree courses. The selected students will receive reimbursement of the institute's FRA-approved fees.Source:Aaple Sarkar DBT Portal",Null,Null,"Directorate of Medical Education Research, Government of Maharashtra",https://mahadbt.maharashtra.gov.in/PDF/85.pdf,tuition_waiver
